Sample Rate
100
Channel Index,Channel Name,Scale,Offset
0,Channel 0:,1.000000,0.000000
1,Channel 1:,1.000000,0.000000
2,Channel 2:,1.000000,0.000000
3,Channel 3:,1.000000,0.000000
4,Channel 4:,1.000000,0.000000
5,Channel 5:,1.000000,0.000000
6,Channel 6:,1.000000,0.000000
7,Channel 7:,1.000000,0.000000
Time(s),Channel 0:,Channel 1:,Channel 2:,Channel 3:,Channel 4:,Channel 5:,Channel 6:,Channel 7:
11.370000,-7.401236,-8.123903,-8.176394,-8.784314,-9.043107,-9.120012,-9.463035,-9.591211
11.380000,-7.367056,-7.845579,-8.491341,-8.910048,-8.958877,-9.353170,-9.524071,-9.745022
11.390000,-7.276722,-7.904173,-8.411994,-8.595102,-8.978408,-9.533837,-9.493553,-9.942779
11.400000,-7.667353,-7.894408,-8.530404,-8.531624,-9.242084,-9.205463,-9.631495,-9.726711
11.410000,-7.740597,-7.747921,-8.656138,-8.672007,-9.328756,-9.528954,-9.771878,-9.848783
11.420000,-7.484245,-7.951781,-8.354620,-9.035782,-9.439841,-9.117571,-9.813382,-9.588769
11.430000,-7.327993,-8.200809,-8.601205,-8.936904,-9.113909,-9.701076,-9.538720,-9.698634
11.440000,-7.719844,-8.064088,-8.560922,-8.841688,-9.466697,-9.404440,-9.559472,-9.565576
11.450000,-7.418326,-7.888304,-8.298466,-8.844129,-9.350729,-9.464256,-9.790188,-9.404440
11.460000,-7.729610,-8.120241,-8.409552,-9.170062,-9.245747,-9.756008,-9.636378,-9.670558
11.470000,-7.650263,-8.247196,-8.379034,-9.109026,-9.073625,-9.364157,-9.915923,-9.511864
11.480000,-7.946899,-8.377813,-8.458381,-9.162737,-9.531395,-9.759670,-9.904936,-9.621729
11.490000,-7.955444,-8.039673,-8.476692,-9.232319,-9.162737,-9.214008,-9.708400,-9.939117
11.500000,-7.706416,-8.193484,-8.975967,-8.811170,-9.139544,-9.431296,-9.552148,-9.962310
11.510000,-8.177615,-8.088502,-8.658579,-9.222553,-9.574121,-9.810941,-9.604639,-9.891508
11.520000,-7.868772,-8.335088,-8.979629,-8.872206,-9.365377,-9.735256,-9.715724,-9.593652
11.530000,-7.701534,-8.197147,-9.045548,-8.924697,-9.553368,-9.271382,-9.694972,-9.592432
11.540000,-8.046998,-8.521859,-8.851453,-9.007706,-9.414206,-9.513085,-9.503319,-9.891508
11.550000,-8.075074,-8.277714,-8.836805,-9.141985,-9.669337,-9.539940,-9.965972,-9.605859
11.560000,-8.032349,-8.536507,-8.766003,-8.896620,-9.625391,-9.604639,-9.823148,-9.837797
11.570000,-7.838254,-8.269169,-8.938125,-9.165179,-9.636378,-9.735256,-9.903716,-9.560693
11.580000,-8.015259,-8.762341,-8.916152,-9.370260,-9.294575,-9.776761,-9.409323,-9.541161
11.590000,-8.140993,-8.670787,-9.187152,-9.091936,-9.741360,-9.653468,-9.941558,-9.878080
11.600000,-8.217899,-8.894179,-9.138323,-9.325093,-9.303120,-9.846342,-9.842679,-9.566796
11.610000,-8.177615,-8.664683,-9.172503,-9.156634,-9.261616,-9.712062,-9.867094,-9.893950
11.620000,-8.508431,-8.476692,-9.133440,-9.262837,-9.337301,-9.605859,-9.775540,-9.653468
11.630000,-8.403449,-8.433967,-9.067521,-9.050431,-9.702296,-9.658350,-9.657130,-9.587549
11.640000,-8.038453,-8.620737,-9.299458,-9.400778,-9.318990,-9.348287,-9.964752,-9.850004
11.650000,-8.365606,-8.501106,-9.245747,-9.052873,-9.607080,-9.712062,-9.697414,-9.500877
11.660000,-8.453498,-8.935683,-9.145647,-9.605859,-9.627832,-9.788968,-9.885405,-9.825589
11.670000,-8.122683,-9.037003,-9.315328,-9.350729,-9.597314,-9.871977,-9.814603,-9.470359
11.680000,-8.733043,-8.641489,-9.331197,-9.320211,-9.526513,-9.598535,-9.765774,-9.410544
11.690000,-8.476692,-8.602426,-8.936904,-9.369039,-9.585107,-9.856107,-9.491112,-9.745022
11.700000,-8.405890,-8.912490,-9.476463,-9.278706,-9.786526,-9.520409,-9.604639,-9.708400
11.710000,-8.789197,-8.856336,-9.251850,-9.486229,-9.604639,-9.615625,-9.901274,-9.718166
11.720000,-8.379034,-9.183490,-8.999161,-9.640040,-9.310445,-9.897612,-9.401999,-9.431296
11.730000,-8.416876,-9.098039,-9.505760,-9.173724,-9.434958,-9.867094,-9.925689,-9.646143
11.740000,-8.757458,-8.889296,-9.132219,-9.311666,-9.560693,-9.400778,-9.980621,-9.613184
11.750000,-8.725719,-9.176165,-9.076066,-9.303120,-9.430076,-9.614405,-9.984283,-9.378805
11.760000,-8.480354,-9.179828,-9.550927,-9.471580,-9.384909,-9.748684,-9.610742,-9.348287
11.770000,-8.524300,-8.824598,-9.493553,-9.691310,-9.532616,-9.675441,-9.857328,-9.481346
11.780000,-8.529183,-9.254292,-9.198138,-9.295796,-9.433738,-9.637598,-9.640040,-9.304341
11.790000,-8.484016,-8.784314,-9.271382,-9.605859,-9.511864,-9.604639,-9.511864,-9.358053
11.800000,-8.571908,-9.273823,-9.511864,-9.482567,-9.395895,-9.463035,-9.911040,-9.856107
11.810000,-8.967422,-8.924697,-9.524071,-9.506981,-9.780423,-9.419089,-9.926909,-9.582666
11.820000,-8.971084,-9.100481,-9.244526,-9.777981,-9.416648,-9.444724,-9.593652,-9.803616
11.830000,-9.051652,-9.376364,-9.400778,-9.754788,-9.821927,-9.525292,-9.714504,-9.416648
11.840000,-8.623178,-9.410544,-9.492332,-9.498436,-9.721828,-9.555810,-9.803616,-9.305562
11.850000,-9.149310,-9.246967,-9.300679,-9.355612,-9.614405,-9.441062,-9.553368,-9.738918
11.860000,-8.768444,-9.228656,-9.718166,-9.858549,-9.652247,-9.441062,-9.632715,-9.189593
11.870000,-8.841688,-8.953994,-9.308003,-9.465476,-9.859770,-9.522850,-9.403220,-9.370260
11.880000,-9.030900,-9.444724,-9.179828,-9.697414,-9.672999,-9.549706,-9.369039,-9.699855
11.890000,-8.899062,-9.546044,-9.408103,-9.732815,-9.801175,-9.690089,-9.338521,-9.195697
11.900000,-8.834363,-9.145647,-9.550927,-9.598535,-9.814603,-9.853666,-9.527733,-9.196918
11.910000,-9.104143,-9.026017,-9.719387,-9.409323,-9.858549,-9.950103,-9.769436,-9.693751
11.920000,-8.828260,-9.134661,-9.748684,-9.417868,-9.887846,-9.775540,-9.869535,-9.503319
11.930000,-9.079728,-9.482567,-9.513085,-9.688869,-9.439841,-9.723049,-9.865873,-9.655909
11.940000,-9.314107,-9.463035,-9.754788,-9.409323,-9.712062,-9.914702,-9.631495,-9.214008
11.950000,-9.115129,-9.206683,-9.841459,-9.416648,-9.581445,-9.565576,-9.586328,-9.116350
11.960000,-9.272602,-9.348287,-9.647364,-9.550927,-9.939117,-9.569238,-9.548486,-9.633936
11.970000,-9.185931,-9.224994,-9.563134,-9.830472,-9.559472,-9.900053,-9.299458,-9.275044
11.980000,-8.985733,-9.500877,-9.821927,-9.464256,-9.880522,-9.662013,-9.680323,-9.289693
11.990000,-9.185931,-9.615625,-9.764553,-9.671778,-9.524071,-9.735256,-9.410544,-9.422751
12.000000,-9.060197,-9.654688,-9.412985,-9.546044,-9.528954,-9.669337,-9.632715,-9.267720
12.010000,-9.143206,-9.445945,-9.786526,-9.922026,-9.519188,-9.591211,-9.384909,-9.266499
12.020000,-9.456931,-9.683986,-9.526513,-9.688869,-9.787747,-9.340963,-9.389792,-9.526513
12.030000,-9.456931,-9.681544,-9.854887,-9.516747,-9.712062,-9.629053,-9.176165,-9.455711
12.040000,-9.112688,-9.533837,-9.858549,-9.809720,-9.691310,-9.826810,-9.527733,-9.434958
12.050000,-9.309224,-9.525292,-9.494774,-9.481346,-9.411765,-9.570459,-9.448386,-9.104143
12.060000,-9.167620,-9.743801,-9.525292,-9.768215,-9.633936,-9.401999,-9.654688,-8.883192
12.070000,-9.300679,-9.334859,-9.566796,-9.848783,-9.703517,-9.825589,-9.400778,-9.315328
12.080000,-9.586328,-9.570459,-9.680323,-9.902495,-9.791409,-9.394675,-9.221332,-8.822156
12.090000,-9.268940,-9.349508,-9.478904,-9.586328,-9.461814,-9.618067,-9.397116,-8.910048
12.100000,-9.387350,-9.317769,-9.553368,-9.741360,-9.749905,-9.303120,-9.554589,-9.376364
12.110000,-9.121233,-9.615625,-9.829252,-9.520409,-9.786526,-9.308003,-9.383688,-9.152972
12.120000,-9.266499,-9.655909,-9.657130,-9.741360,-9.926909,-9.732815,-9.281147,-9.174945
12.130000,-9.644923,-9.311666,-9.611963,-9.865873,-9.421530,-9.720607,-9.121233,-8.869764
12.140000,-9.420310,-9.749905,-9.629053,-9.403220,-9.398337,-9.308003,-9.349508,-8.875868
12.150000,-9.751125,-9.670558,-9.456931,-9.543603,-9.780423,-9.668116,-9.004044,-9.182269
12.160000,-9.770657,-9.585107,-9.644923,-9.602197,-9.724269,-9.408103,-9.058976,-8.692760
12.170000,-9.685206,-9.709621,-9.447166,-9.709621,-9.776761,-9.472801,-9.090715,-8.621958
12.180000,-9.597314,-9.890288,-9.452049,-9.508202,-9.771878,-9.284810,-9.279927,-8.912490
12.190000,-9.459373,-9.751125,-9.945220,-9.482567,-9.638819,-9.699855,-9.323873,-9.068742
12.200000,-9.549706,-9.664454,-9.786526,-9.515526,-9.542382,-9.593652,-9.084611,-8.630503
12.210000,-9.671778,-9.549706,-9.419089,-9.461814,-9.345846,-9.273823,-9.157855,-9.061418
12.220000,-9.483787,-9.696193,-9.603418,-9.962310,-9.796292,-9.311666,-8.967422,-8.667124
12.230000,-9.340963,-9.414206,-9.469139,-9.860990,-9.442283,-9.608301,-8.984512,-8.536507
12.240000,-9.281147,-9.500877,-9.901274,-9.865873,-9.272602,-9.270161,-9.271382,-8.501106
12.250000,-9.718166,-9.539940,-9.646143,-9.824369,-9.475242,-9.128557,-9.155413,-8.739147
12.260000,-9.675441,-9.630274,-9.745022,-9.831693,-9.725490,-9.069963,-9.215229,-8.582895
12.270000,-9.725490,-9.925689,-9.485008,-9.757229,-9.405661,-9.199359,-9.008927,-8.563363
12.280000,-9.476463,-9.810941,-9.491112,-9.597314,-9.536278,-9.420310,-8.913710,-8.473030
12.290000,-9.769436,-9.701076,-9.924468,-9.452049,-9.245747,-9.249409,-8.896620,-8.663462
12.300000,-9.399557,-9.460594,-9.818265,-9.737697,-9.349508,-9.049210,-9.007706,-8.556039
12.310000,-9.572900,-9.454490,-9.933013,-9.807279,-9.272602,-9.091936,-9.203021,-8.387579
12.320000,-9.880522,-9.417868,-9.541161,-9.808499,-9.287251,-9.437400,-9.085832,-8.772107
12.330000,-9.598535,-9.954986,-9.734035,-9.758450,-9.666896,-9.453269,-8.778210,-8.698863
12.340000,-9.513085,-9.463035,-9.448386,-9.455711,-9.184710,-9.342184,-9.111467,-8.540169
12.350000,-9.474022,-9.677882,-9.830472,-9.801175,-9.521630,-8.903944,-8.752575,-8.501106
12.360000,-9.465476,-9.448386,-9.515526,-9.554589,-9.406882,-8.919814,-9.044327,-8.479133
12.370000,-9.414206,-9.531395,-9.433738,-9.514305,-9.480125,-9.167620,-8.575570,-8.164187
12.380000,-9.508202,-9.818265,-9.741360,-9.721828,-9.281147,-9.051652,-8.471809,-8.542611
12.390000,-9.850004,-9.779202,-9.680323,-9.287251,-9.557031,-9.065080,-8.624399,-8.250858
12.400000,-9.436179,-9.738918,-9.760891,-9.448386,-9.112688,-8.870985,-8.628061,-8.531624
12.410000,-9.852445,-9.968414,-9.665675,-9.644923,-9.360494,-9.221332,-8.647593,-8.236210
12.420000,-9.902495,-9.415427,-9.682765,-9.223774,-9.218891,-9.284810,-8.419318,-8.031128
12.430000,-9.757229,-9.448386,-9.663233,-9.369039,-9.520409,-9.007706,-8.568246,-8.242313
12.440000,-9.630274,-9.428855,-9.703517,-9.256733,-8.950332,-8.701305,-8.852674,-8.123903
12.450000,-9.585107,-9.705959,-9.553368,-9.630274,-9.511864,-8.851453,-8.731823,-8.348516
12.460000,-9.850004,-9.447166,-9.742580,-9.406882,-9.312886,-8.953994,-8.460822,-8.325322
12.470000,-9.876860,-9.480125,-9.643702,-9.707179,-9.079728,-8.973526,-8.313115,-7.935912
12.480000,-9.714504,-9.965972,-9.653468,-9.104143,-8.996719,-8.628061,-8.321660,-8.303349
12.490000,-9.510643,-9.494774,-9.699855,-9.310445,-9.068742,-8.701305,-8.551156,-7.990845
12.500000,-9.533837,-9.815824,-9.467918,-9.076066,-9.403220,-8.980850,-8.689097,-7.805295
12.510000,-9.527733,-9.377584,-9.764553,-9.116350,-9.237201,-8.807507,-8.169070,-8.048219
12.520000,-9.788968,-9.703517,-9.600977,-9.471580,-8.863661,-8.473030,-8.614633,-7.779660
12.530000,-9.760891,-9.388571,-9.790188,-9.480125,-9.098039,-8.421759,-8.405890,-7.906615
12.540000,-9.568017,-9.725490,-9.289693,-9.187152,-8.867323,-8.690318,-7.974975,-7.904173
