Sample Rate
100
Channel Index,Channel Name,Scale,Offset
0,Channel 0:,1.000000,0.000000
1,Channel 1:,1.000000,0.000000
2,Channel 2:,1.000000,0.000000
3,Channel 3:,1.000000,0.000000
4,Channel 4:,1.000000,0.000000
5,Channel 5:,1.000000,0.000000
6,Channel 6:,1.000000,0.000000
7,Channel 7:,1.000000,0.000000
Time(s),Channel 0:,Channel 1:,Channel 2:,Channel 3:,Channel 4:,Channel 5:,Channel 6:,Channel 7:
38.450000,1.375908,1.363879,1.377884,1.371253,1.403897,1.364154,1.359832,1.372927
38.460000,1.375908,1.363879,1.375338,1.371253,1.393713,1.364154,1.354739,1.375473
38.470000,1.386092,1.368970,1.385521,1.366161,1.396259,1.361609,1.352193,1.380565
38.480000,1.388638,1.371516,1.372792,1.361069,1.396259,1.371791,1.364924,1.383111
38.490000,1.378454,1.368970,1.375338,1.368707,1.401351,1.364154,1.354739,1.383111
38.500000,1.375908,1.371516,1.380430,1.366161,1.396259,1.361609,1.354739,1.380565
38.510000,1.378454,1.368970,1.385521,1.363615,1.396259,1.361609,1.357285,1.383111
38.520000,1.386092,1.376607,1.377884,1.358523,1.388621,1.366700,1.359832,1.388204
38.530000,1.391184,1.371516,1.372792,1.366161,1.396259,1.371791,1.367470,1.380565
38.540000,1.381000,1.371516,1.380430,1.366161,1.396259,1.361609,1.359832,1.380565
38.550000,1.386092,1.371516,1.372792,1.361069,1.396259,1.371791,1.362378,1.380565
38.560000,1.378454,1.371516,1.385521,1.371253,1.396259,1.366700,1.354739,1.380565
38.570000,1.391184,1.374062,1.377884,1.363615,1.391167,1.364154,1.367470,1.388204
38.580000,1.391184,1.368970,1.377884,1.358523,1.396259,1.371791,1.364924,1.380565
38.590000,1.386092,1.366425,1.375338,1.366161,1.396259,1.366700,1.359832,1.375473
38.600000,1.386092,1.363879,1.372792,1.366161,1.396259,1.371791,1.359832,1.375473
38.610000,1.383546,1.371516,1.380430,1.371253,1.396259,1.364154,1.354739,1.375473
38.620000,1.383546,1.371516,1.380430,1.366161,1.388621,1.359063,1.359832,1.380565
38.630000,1.393730,1.371516,1.372792,1.361069,1.396259,1.366700,1.364924,1.385657
38.640000,1.386092,1.363879,1.372792,1.371253,1.401351,1.364154,1.362378,1.372927
38.650000,1.386092,1.368970,1.380430,1.358523,1.388621,1.366700,1.367470,1.380565
38.660000,1.388638,1.366425,1.372792,1.366161,1.396259,1.374336,1.362378,1.375473
38.670000,1.386092,1.374062,1.382975,1.366161,1.388621,1.364154,1.362378,1.388204
38.680000,1.386092,1.363879,1.367700,1.366161,1.396259,1.371791,1.362378,1.383111
38.690000,1.386092,1.374062,1.375338,1.366161,1.396259,1.366700,1.359832,1.385657
38.700000,1.386092,1.366425,1.380430,1.371253,1.401351,1.366700,1.354739,1.375473
38.710000,1.386092,1.376607,1.380430,1.363615,1.393713,1.366700,1.362378,1.385657
38.720000,1.381000,1.363879,1.377884,1.363615,1.401351,1.371791,1.354739,1.375473
38.730000,1.388638,1.379153,1.380430,1.363615,1.391167,1.366700,1.367470,1.385657
38.740000,1.386092,1.368970,1.377884,1.366161,1.396259,1.366700,1.362378,1.383111
38.750000,1.383546,1.363879,1.377884,1.366161,1.401351,1.371791,1.359832,1.380565
38.760000,1.393730,1.376607,1.380430,1.361069,1.396259,1.366700,1.367470,1.385657
38.770000,1.378454,1.366425,1.377884,1.366161,1.401351,1.371791,1.352193,1.380565
38.780000,1.391184,1.374062,1.377884,1.366161,1.388621,1.366700,1.364924,1.385657
38.790000,1.386092,1.363879,1.377884,1.366161,1.403897,1.364154,1.357285,1.375473
38.800000,1.378454,1.368970,1.375338,1.366161,1.396259,1.361609,1.354739,1.380565
38.810000,1.383546,1.374062,1.382975,1.366161,1.388621,1.366700,1.359832,1.388204
38.820000,1.386092,1.368970,1.372792,1.361069,1.396259,1.374336,1.362378,1.380565
38.830000,1.381000,1.363879,1.377884,1.371253,1.398805,1.366700,1.354739,1.380565
38.840000,1.378454,1.363879,1.380430,1.373799,1.396259,1.364154,1.354739,1.375473
38.850000,1.383546,1.368970,1.385521,1.371253,1.396259,1.361609,1.362378,1.380565
38.860000,1.381000,1.368970,1.377884,1.358523,1.391167,1.364154,1.364924,1.385657
38.870000,1.378454,1.363879,1.385521,1.371253,1.393713,1.366700,1.354739,1.372927
38.880000,1.391184,1.376607,1.370246,1.358523,1.393713,1.371791,1.362378,1.380565
38.890000,1.378454,1.363879,1.382975,1.371253,1.396259,1.364154,1.354739,1.380565
38.900000,1.391184,1.376607,1.380430,1.358523,1.396259,1.364154,1.367470,1.385657
38.910000,1.383546,1.366425,1.375338,1.366161,1.403897,1.371791,1.354739,1.375473
38.920000,1.391184,1.376607,1.377884,1.368707,1.396259,1.366700,1.367470,1.385657
38.930000,1.381000,1.363879,1.380430,1.371253,1.396259,1.366700,1.357285,1.375473
38.940000,1.388638,1.376607,1.372792,1.361069,1.396259,1.366700,1.364924,1.388204
38.950000,1.388638,1.376607,1.377884,1.366161,1.391167,1.366700,1.367470,1.385657
38.960000,1.378454,1.368970,1.382975,1.363615,1.396259,1.361609,1.357285,1.383111
38.970000,1.388638,1.368970,1.372792,1.358523,1.396259,1.364154,1.359832,1.385657
38.980000,1.383546,1.368970,1.377884,1.366161,1.401351,1.364154,1.354739,1.375473
38.990000,1.383546,1.368970,1.382975,1.371253,1.393713,1.366700,1.362378,1.380565
39.000000,1.391184,1.376607,1.380430,1.363615,1.391167,1.361609,1.367470,1.380565
39.010000,1.386092,1.368970,1.370246,1.366161,1.401351,1.369245,1.362378,1.380565
39.020000,1.381000,1.368970,1.382975,1.371253,1.396259,1.364154,1.354739,1.380565
39.030000,1.388638,1.376607,1.380430,1.366161,1.396259,1.364154,1.370016,1.385657
39.040000,1.383546,1.371516,1.370246,1.358523,1.401351,1.369245,1.359832,1.380565
39.050000,1.378454,1.368970,1.377884,1.373799,1.403897,1.361609,1.354739,1.380565
39.060000,1.386092,1.374062,1.385521,1.366161,1.396259,1.366700,1.362378,1.385657
39.070000,1.378454,1.366425,1.380430,1.366161,1.401351,1.364154,1.352193,1.372927
39.080000,1.386092,1.376607,1.377884,1.366161,1.391167,1.364154,1.367470,1.388204
39.090000,1.383546,1.368970,1.372792,1.361069,1.396259,1.374336,1.362378,1.380565
39.100000,1.378454,1.371516,1.377884,1.368707,1.403897,1.361609,1.354739,1.380565
39.110000,1.386092,1.371516,1.375338,1.361069,1.396259,1.366700,1.370016,1.388204
39.120000,1.381000,1.371516,1.382975,1.366161,1.396259,1.364154,1.362378,1.383111
39.130000,1.383546,1.368970,1.372792,1.358523,1.396259,1.369245,1.362378,1.380565
39.140000,1.383546,1.374062,1.385521,1.368707,1.396259,1.364154,1.362378,1.380565
39.150000,1.386092,1.376607,1.377884,1.366161,1.388621,1.366700,1.362378,1.388204
39.160000,1.391184,1.371516,1.375338,1.358523,1.396259,1.371791,1.367470,1.380565
39.170000,1.383546,1.368970,1.370246,1.366161,1.401351,1.371791,1.359832,1.380565
39.180000,1.386092,1.366425,1.372792,1.366161,1.401351,1.366700,1.357285,1.375473
39.190000,1.386092,1.363879,1.372792,1.366161,1.401351,1.374336,1.359832,1.380565
39.200000,1.386092,1.368970,1.377884,1.368707,1.401351,1.364154,1.357285,1.375473
39.210000,1.386092,1.368970,1.382975,1.371253,1.393713,1.364154,1.362378,1.380565
39.220000,1.388638,1.376607,1.377884,1.366161,1.388621,1.364154,1.359832,1.385657
39.230000,1.383546,1.371516,1.372792,1.361069,1.393713,1.374336,1.364924,1.380565
39.240000,1.383546,1.363879,1.370246,1.366161,1.396259,1.364154,1.362378,1.372927
39.250000,1.378454,1.368970,1.375338,1.371253,1.401351,1.359063,1.357285,1.383111
39.260000,1.378454,1.363879,1.377884,1.371253,1.396259,1.364154,1.354739,1.375473
39.270000,1.378454,1.363879,1.375338,1.371253,1.396259,1.366700,1.354739,1.375473
39.280000,1.381000,1.368970,1.377884,1.368707,1.393713,1.361609,1.354739,1.380565
39.290000,1.378454,1.368970,1.382975,1.366161,1.396259,1.359063,1.354739,1.383111
39.300000,1.381000,1.374062,1.385521,1.366161,1.396259,1.361609,1.354739,1.380565
39.310000,1.383546,1.376607,1.382975,1.366161,1.393713,1.364154,1.359832,1.380565
39.320000,1.388638,1.374062,1.380430,1.366161,1.388621,1.359063,1.367470,1.385657
39.330000,1.386092,1.368970,1.370246,1.361069,1.396259,1.374336,1.359832,1.380565
39.340000,1.388638,1.376607,1.377884,1.363615,1.396259,1.366700,1.364924,1.385657
39.350000,1.386092,1.363879,1.372792,1.366161,1.403897,1.369245,1.362378,1.380565
39.360000,1.378454,1.366425,1.377884,1.366161,1.396259,1.369245,1.357285,1.375473
39.370000,1.381000,1.363879,1.385521,1.373799,1.396259,1.364154,1.354739,1.378019
39.380000,1.386092,1.376607,1.385521,1.361069,1.388621,1.364154,1.362378,1.388204
39.390000,1.388638,1.371516,1.372792,1.366161,1.393713,1.374336,1.362378,1.380565
39.400000,1.386092,1.366425,1.380430,1.373799,1.401351,1.364154,1.359832,1.378019
39.410000,1.386092,1.368970,1.382975,1.363615,1.388621,1.359063,1.362378,1.383111
39.420000,1.391184,1.376607,1.377884,1.366161,1.398805,1.366700,1.367470,1.385657
39.430000,1.383546,1.368970,1.372792,1.361069,1.401351,1.369245,1.359832,1.378019
39.440000,1.383546,1.371516,1.370246,1.366161,1.396259,1.374336,1.367470,1.385657
39.450000,1.378454,1.371516,1.377884,1.371253,1.401351,1.359063,1.357285,1.380565
39.460000,1.378454,1.363879,1.385521,1.371253,1.396259,1.364154,1.357285,1.375473
39.470000,1.383546,1.376607,1.377884,1.366161,1.391167,1.361609,1.367470,1.385657
39.480000,1.388638,1.376607,1.375338,1.366161,1.396259,1.364154,1.364924,1.385657
39.490000,1.383546,1.368970,1.372792,1.361069,1.403897,1.369245,1.362378,1.383111
39.500000,1.378454,1.363879,1.375338,1.368707,1.393713,1.364154,1.352193,1.375473
39.510000,1.378454,1.361334,1.375338,1.366161,1.396259,1.364154,1.354739,1.375473
39.520000,1.383546,1.368970,1.385521,1.371253,1.396259,1.359063,1.359832,1.383111
39.530000,1.375908,1.376607,1.380430,1.366161,1.396259,1.366700,1.359832,1.385657
39.540000,1.391184,1.376607,1.377884,1.361069,1.396259,1.366700,1.364924,1.388204
39.550000,1.386092,1.368970,1.372792,1.363615,1.401351,1.369245,1.362378,1.380565
39.560000,1.383546,1.371516,1.380430,1.366161,1.401351,1.369245,1.362378,1.380565
39.570000,1.391184,1.368970,1.372792,1.366161,1.396259,1.374336,1.367470,1.380565
39.580000,1.388638,1.371516,1.372792,1.355977,1.396259,1.364154,1.362378,1.380565
39.590000,1.391184,1.371516,1.377884,1.361069,1.396259,1.374336,1.367470,1.383111
39.600000,1.386092,1.363879,1.372792,1.366161,1.401351,1.366700,1.359832,1.375473
39.610000,1.383546,1.366425,1.372792,1.373799,1.401351,1.366700,1.362378,1.375473
39.620000,1.388638,1.368970,1.375338,1.358523,1.388621,1.371791,1.367470,1.380565
39.630000,1.383546,1.376607,1.377884,1.358523,1.388621,1.366700,1.359832,1.385657
39.640000,1.383546,1.376607,1.385521,1.358523,1.388621,1.366700,1.362378,1.388204
39.650000,1.386092,1.368970,1.377884,1.361069,1.388621,1.364154,1.362378,1.383111
39.660000,1.388638,1.368970,1.372792,1.361069,1.396259,1.364154,1.359832,1.380565
39.670000,1.391184,1.371516,1.380430,1.366161,1.393713,1.374336,1.364924,1.380565
39.680000,1.386092,1.371516,1.372792,1.366161,1.403897,1.369245,1.359832,1.380565
39.690000,1.391184,1.371516,1.370246,1.361069,1.396259,1.366700,1.362378,1.380565
39.700000,1.383546,1.366425,1.377884,1.363615,1.403897,1.371791,1.357285,1.375473
39.710000,1.378454,1.363879,1.377884,1.363615,1.403897,1.366700,1.357285,1.375473
39.720000,1.381000,1.366425,1.377884,1.363615,1.393713,1.366700,1.357285,1.375473
39.730000,1.386092,1.376607,1.375338,1.358523,1.388621,1.364154,1.359832,1.388204
39.740000,1.391184,1.368970,1.372792,1.366161,1.396259,1.371791,1.364924,1.380565
39.750000,1.386092,1.368970,1.377884,1.366161,1.396259,1.364154,1.357285,1.375473
39.760000,1.381000,1.366425,1.385521,1.371253,1.396259,1.361609,1.362378,1.380565
39.770000,1.375908,1.376607,1.385521,1.366161,1.396259,1.361609,1.359832,1.385657
39.780000,1.388638,1.368970,1.377884,1.361069,1.391167,1.371791,1.364924,1.380565
39.790000,1.386092,1.363879,1.380430,1.366161,1.401351,1.371791,1.354739,1.380565
39.800000,1.378454,1.363879,1.375338,1.366161,1.396259,1.369245,1.354739,1.375473
39.810000,1.378454,1.366425,1.380430,1.371253,1.393713,1.364154,1.354739,1.375473
39.820000,1.391184,1.376607,1.377884,1.366161,1.396259,1.364154,1.364924,1.385657
39.830000,1.391184,1.376607,1.380430,1.366161,1.393713,1.366700,1.367470,1.385657
39.840000,1.391184,1.368970,1.372792,1.366161,1.396259,1.371791,1.362378,1.385657
39.850000,1.386092,1.371516,1.372792,1.366161,1.401351,1.374336,1.362378,1.380565
39.860000,1.383546,1.366425,1.370246,1.366161,1.396259,1.371791,1.362378,1.380565
39.870000,1.378454,1.366425,1.377884,1.373799,1.403897,1.361609,1.359832,1.375473
39.880000,1.386092,1.366425,1.377884,1.371253,1.403897,1.364154,1.357285,1.375473
39.890000,1.386092,1.363879,1.372792,1.371253,1.401351,1.364154,1.359832,1.375473
39.900000,1.383546,1.366425,1.377884,1.371253,1.401351,1.364154,1.359832,1.372927
39.910000,1.383546,1.363879,1.377884,1.366161,1.403897,1.371791,1.362378,1.375473
39.920000,1.386092,1.361334,1.372792,1.368707,1.398805,1.366700,1.359832,1.375473
39.930000,1.386092,1.366425,1.375338,1.366161,1.396259,1.364154,1.362378,1.378019
39.940000,1.386092,1.363879,1.372792,1.366161,1.401351,1.364154,1.359832,1.372927
39.950000,1.391184,1.371516,1.372792,1.366161,1.396259,1.374336,1.364924,1.380565
39.960000,1.383546,1.368970,1.372792,1.366161,1.396259,1.371791,1.364924,1.380565
39.970000,1.391184,1.368970,1.375338,1.358523,1.396259,1.371791,1.367470,1.383111
39.980000,1.391184,1.371516,1.370246,1.366161,1.393713,1.371791,1.364924,1.380565
39.990000,1.388638,1.371516,1.375338,1.366161,1.393713,1.374336,1.364924,1.380565
40.000000,1.391184,1.368970,1.372792,1.363615,1.396259,1.371791,1.359832,1.385657
40.010000,1.391184,1.368970,1.375338,1.361069,1.391167,1.371791,1.367470,1.383111
40.020000,1.383546,1.371516,1.377884,1.358523,1.391167,1.369245,1.364924,1.380565
40.030000,1.391184,1.368970,1.375338,1.361069,1.388621,1.371791,1.367470,1.380565
40.040000,1.383546,1.363879,1.372792,1.366161,1.396259,1.371791,1.362378,1.375473
40.050000,1.378454,1.371516,1.377884,1.371253,1.401351,1.366700,1.357285,1.380565
40.060000,1.381000,1.371516,1.385521,1.366161,1.396259,1.364154,1.362378,1.380565
40.070000,1.378454,1.371516,1.382975,1.371253,1.396259,1.361609,1.362378,1.372927
40.080000,1.386092,1.368970,1.377884,1.366161,1.401351,1.369245,1.359832,1.378019
40.090000,1.386092,1.368970,1.372792,1.366161,1.401351,1.369245,1.359832,1.383111
40.100000,1.386092,1.371516,1.377884,1.366161,1.391167,1.361609,1.367470,1.383111
40.110000,1.391184,1.376607,1.380430,1.366161,1.396259,1.364154,1.367470,1.385657
40.120000,1.383546,1.374062,1.377884,1.363615,1.393713,1.361609,1.359832,1.383111
40.130000,1.381000,1.366425,1.375338,1.366161,1.386075,1.359063,1.362378,1.383111
40.140000,1.378454,1.371516,1.382975,1.363615,1.396259,1.359063,1.357285,1.380565
40.150000,1.378454,1.368970,1.377884,1.371253,1.401351,1.361609,1.354739,1.380565
40.160000,1.386092,1.371516,1.385521,1.371253,1.388621,1.359063,1.362378,1.380565
40.170000,1.386092,1.368970,1.382975,1.371253,1.396259,1.359063,1.359832,1.383111
40.180000,1.383546,1.368970,1.375338,1.366161,1.403897,1.364154,1.354739,1.383111
40.190000,1.386092,1.368970,1.377884,1.366161,1.401351,1.374336,1.362378,1.375473
40.200000,1.386092,1.366425,1.377884,1.366161,1.403897,1.371791,1.359832,1.380565
40.210000,1.383546,1.371516,1.372792,1.366161,1.401351,1.371791,1.359832,1.378019
40.220000,1.386092,1.363879,1.370246,1.371253,1.401351,1.364154,1.354739,1.375473
40.230000,1.383546,1.368970,1.377884,1.371253,1.401351,1.364154,1.362378,1.372927
40.240000,1.386092,1.366425,1.377884,1.366161,1.401351,1.371791,1.354739,1.375473
40.250000,1.386092,1.368970,1.382975,1.371253,1.396259,1.359063,1.359832,1.383111
40.260000,1.381000,1.366425,1.377884,1.366161,1.393713,1.366700,1.357285,1.375473
40.270000,1.383546,1.363879,1.377884,1.366161,1.401351,1.371791,1.354739,1.375473
40.280000,1.381000,1.363879,1.380430,1.371253,1.401351,1.364154,1.359832,1.375473
40.290000,1.381000,1.363879,1.382975,1.371253,1.396259,1.366700,1.354739,1.375473
40.300000,1.378454,1.368970,1.377884,1.371253,1.393713,1.359063,1.357285,1.380565
40.310000,1.381000,1.366425,1.382975,1.366161,1.396259,1.364154,1.357285,1.378019
40.320000,1.378454,1.366425,1.380430,1.363615,1.393713,1.366700,1.354739,1.375473
40.330000,1.383546,1.366425,1.377884,1.366161,1.396259,1.371791,1.359832,1.380565
40.340000,1.391184,1.376607,1.372792,1.361069,1.396259,1.364154,1.364924,1.385657
40.350000,1.386092,1.368970,1.377884,1.358523,1.388621,1.364154,1.359832,1.388204
40.360000,1.393730,1.368970,1.380430,1.361069,1.391167,1.366700,1.367470,1.383111
40.370000,1.386092,1.376607,1.385521,1.366161,1.388621,1.364154,1.359832,1.385657
40.380000,1.381000,1.368970,1.377884,1.366161,1.401351,1.361609,1.354739,1.383111
40.390000,1.386092,1.366425,1.372792,1.363615,1.401351,1.364154,1.362378,1.375473
40.400000,1.378454,1.363879,1.377884,1.366161,1.401351,1.364154,1.354739,1.375473
40.410000,1.388638,1.376607,1.380430,1.363615,1.396259,1.361609,1.367470,1.385657
40.420000,1.386092,1.368970,1.370246,1.366161,1.401351,1.371791,1.359832,1.380565
40.430000,1.378454,1.366425,1.370246,1.371253,1.401351,1.364154,1.359832,1.375473
40.440000,1.383546,1.363879,1.375338,1.371253,1.401351,1.366700,1.362378,1.375473
40.450000,1.386092,1.366425,1.377884,1.366161,1.401351,1.364154,1.354739,1.372927
40.460000,1.391184,1.368970,1.370246,1.361069,1.393713,1.364154,1.364924,1.383111
40.470000,1.386092,1.366425,1.377884,1.366161,1.403897,1.364154,1.362378,1.375473
40.480000,1.378454,1.368970,1.377884,1.366161,1.393713,1.361609,1.354739,1.380565
40.490000,1.378454,1.368970,1.377884,1.366161,1.396259,1.359063,1.354739,1.380565
40.500000,1.386092,1.376607,1.375338,1.358523,1.391167,1.364154,1.364924,1.385657
40.510000,1.378454,1.363879,1.377884,1.366161,1.401351,1.364154,1.354739,1.375473
40.520000,1.378454,1.363879,1.382975,1.371253,1.396259,1.364154,1.359832,1.380565
40.530000,1.381000,1.363879,1.385521,1.371253,1.396259,1.364154,1.362378,1.375473
40.540000,1.381000,1.363879,1.382975,1.371253,1.403897,1.359063,1.354739,1.380565
40.550000,1.378454,1.363879,1.385521,1.373799,1.396259,1.366700,1.354739,1.375473
40.560000,1.378454,1.363879,1.377884,1.366161,1.403897,1.366700,1.362378,1.375473
40.570000,1.386092,1.366425,1.372792,1.366161,1.393713,1.366700,1.362378,1.375473
40.580000,1.378454,1.366425,1.380430,1.368707,1.403897,1.364154,1.354739,1.380565
40.590000,1.378454,1.371516,1.382975,1.366161,1.396259,1.359063,1.354739,1.378019
40.600000,1.386092,1.376607,1.385521,1.361069,1.388621,1.361609,1.370016,1.385657
40.610000,1.386092,1.363879,1.372792,1.363615,1.393713,1.364154,1.359832,1.375473
40.620000,1.391184,1.366425,1.372792,1.368707,1.396259,1.371791,1.362378,1.375473
40.630000,1.386092,1.366425,1.372792,1.371253,1.401351,1.364154,1.362378,1.375473
40.640000,1.386092,1.363879,1.370246,1.366161,1.401351,1.364154,1.359832,1.375473
40.650000,1.386092,1.363879,1.380430,1.368707,1.401351,1.364154,1.362378,1.372927
40.660000,1.386092,1.363879,1.372792,1.366161,1.401351,1.366700,1.362378,1.380565
40.670000,1.375908,1.368970,1.382975,1.371253,1.396259,1.364154,1.359832,1.380565
40.680000,1.391184,1.368970,1.372792,1.361069,1.396259,1.371791,1.359832,1.383111
40.690000,1.378454,1.368970,1.377884,1.371253,1.393713,1.359063,1.354739,1.380565
40.700000,1.386092,1.376607,1.385521,1.366161,1.391167,1.366700,1.362378,1.385657
40.710000,1.388638,1.368970,1.377884,1.363615,1.396259,1.371791,1.364924,1.380565
40.720000,1.375908,1.366425,1.377884,1.371253,1.396259,1.364154,1.354739,1.375473
40.730000,1.383546,1.371516,1.380430,1.366161,1.388621,1.359063,1.359832,1.380565
40.740000,1.383546,1.363879,1.372792,1.366161,1.393713,1.371791,1.362378,1.375473
40.750000,1.381000,1.368970,1.377884,1.371253,1.401351,1.361609,1.354739,1.380565
40.760000,1.378454,1.376607,1.385521,1.366161,1.393713,1.366700,1.362378,1.385657
40.770000,1.393730,1.368970,1.377884,1.366161,1.396259,1.374336,1.362378,1.380565
40.780000,1.378454,1.366425,1.377884,1.363615,1.393713,1.364154,1.357285,1.375473
40.790000,1.378454,1.366425,1.385521,1.371253,1.396259,1.364154,1.354739,1.380565
40.800000,1.386092,1.368970,1.385521,1.368707,1.396259,1.359063,1.359832,1.380565
40.810000,1.386092,1.368970,1.382975,1.363615,1.391167,1.361609,1.362378,1.383111
40.820000,1.386092,1.368970,1.380430,1.366161,1.391167,1.364154,1.362378,1.388204
40.830000,1.388638,1.368970,1.377884,1.363615,1.391167,1.371791,1.364924,1.380565
40.840000,1.383546,1.368970,1.372792,1.363615,1.401351,1.371791,1.362378,1.383111
40.850000,1.383546,1.368970,1.370246,1.361069,1.396259,1.371791,1.362378,1.380565
40.860000,1.383546,1.368970,1.372792,1.358523,1.401351,1.371791,1.359832,1.380565
40.870000,1.375908,1.366425,1.380430,1.363615,1.403897,1.364154,1.352193,1.380565
40.880000,1.378454,1.363879,1.377884,1.371253,1.396259,1.361609,1.354739,1.375473
40.890000,1.375908,1.368970,1.385521,1.371253,1.396259,1.366700,1.354739,1.383111
40.900000,1.383546,1.376607,1.382975,1.366161,1.391167,1.364154,1.362378,1.388204
40.910000,1.383546,1.371516,1.375338,1.361069,1.388621,1.369245,1.367470,1.380565
40.920000,1.391184,1.371516,1.377884,1.366161,1.393713,1.371791,1.367470,1.380565
40.930000,1.383546,1.363879,1.370246,1.366161,1.396259,1.364154,1.359832,1.372927
40.940000,1.393730,1.363879,1.372792,1.366161,1.403897,1.369245,1.359832,1.380565
40.950000,1.391184,1.371516,1.370246,1.366161,1.396259,1.371791,1.364924,1.380565
40.960000,1.386092,1.368970,1.370246,1.366161,1.401351,1.371791,1.362378,1.380565
40.970000,1.388638,1.368970,1.372792,1.366161,1.396259,1.371791,1.359832,1.380565
40.980000,1.375908,1.363879,1.377884,1.366161,1.396259,1.364154,1.354739,1.375473
40.990000,1.378454,1.363879,1.375338,1.371253,1.396259,1.364154,1.357285,1.375473
